date,PM2.5,PM10,NO2,SO2,CO,O3
2020-11-15 04:00:00,141.6,231.2,77.4,31.3,45.1,41.5
2020-11-15 05:00:00,158.3,282.3,75.7,30.3,47.7,52.3
2020-11-15 06:00:00,121.0,194.8,67.1,27.9,41.7,34.0
2020-11-15 07:00:00,162.8,285.4,73.0,28.7,59.1,36.2
2020-11-15 08:00:00,158.4,235.3,92.2,26.2,58.3,34.1
2020-11-15 09:00:00,176.4,267.2,89.7,34.4,62.3,26.9
2020-11-15 10:00:00,150.5,208.6,97.6,32.3,61.2,64.7
2020-11-15 11:00:00,129.2,232.2,93.1,40.0,73.9,79.2
2020-11-15 12:00:00,125.4,179.3,67.3,32.4,52.7,83.8
2020-11-15 13:00:00,122.2,197.7,74.7,30.6,45.6,83.0
2020-11-15 14:00:00,148.8,263.9,64.1,31.1,41.7,86.1
2020-11-15 15:00:00,165.8,281.4,83.6,26.3,54.4,61.8
2020-11-15 16:00:00,140.7,230.4,89.9,35.8,62.2,39.9
2020-11-15 17:00:00,166.4,287.6,92.9,29.0,64.5,37.4
2020-11-15 18:00:00,138.1,211.7,105.6,19.4,65.3,33.0
2020-11-15 19:00:00,159.7,263.7,100.2,22.9,66.9,32.0
2020-11-15 20:00:00,159.2,252.9,72.3,28.9,57.9,30.6
2020-11-15 21:00:00,121.9,193.5,77.5,22.2,45.4,41.2
2020-11-15 22:00:00,138.5,224.2,65.4,24.8,49.4,37.2
2020-11-15 23:00:00,151.8,260.7,70.6,33.7,41.0,45.2
2020-11-16 00:00:00,95.1,167.1,66.2,33.7,46.1,43.0
2020-11-16 01:00:00,159.1,250.4,69.1,32.6,34.3,53.1
2020-11-16 02:00:00,144.4,215.4,76.3,33.4,49.9,38.7
2020-11-16 03:00:00,149.9,227.5,59.8,32.7,38.5,39.8
2020-11-16 04:00:00,133.0,238.7,55.0,33.2,49.2,43.3
2020-11-16 05:00:00,113.8,199.0,66.2,31.4,41.8,43.3
2020-11-16 06:00:00,149.8,223.4,81.8,32.4,41.6,41.6
2020-11-16 07:00:00,146.1,258.0,74.1,37.6,45.3,37.2
2020-11-16 08:00:00,155.6,237.9,88.8,28.3,60.4,36.5
2020-11-16 09:00:00,175.4,292.3,108.3,40.9,68.8,30.0
2020-11-16 10:00:00,166.6,254.6,104.0,27.7,51.8,52.8
2020-11-16 11:00:00,176.2,320.0,86.8,27.1,48.9,74.9
2020-11-16 12:00:00,144.1,222.4,76.3,31.0,50.4,88.1
2020-11-16 13:00:00,129.4,193.4,77.9,27.4,42.2,97.7
2020-11-16 14:00:00,136.9,212.8,66.6,18.5,59.0,77.5
2020-11-16 15:00:00,148.1,275.8,78.5,25.0,39.7,70.2
2020-11-16 16:00:00,162.6,264.4,74.9,26.5,54.1,51.8
2020-11-16 17:00:00,133.1,199.3,105.9,27.5,65.7,33.4
2020-11-16 18:00:00,159.2,242.2,107.3,20.6,58.2,31.5
2020-11-16 19:00:00,179.3,255.5,98.2,25.8,69.3,34.7
2020-11-16 20:00:00,143.7,237.7,78.5,26.3,59.2,43.5
2020-11-16 21:00:00,155.8,229.8,78.5,25.8,43.6,44.1
2020-11-16 22:00:00,147.1,251.6,69.6,27.6,49.8,34.9
2020-11-16 23:00:00,153.5,257.8,64.6,33.6,41.7,44.4
2020-11-17 00:00:00,125.2,199.0,73.0,33.7,35.2,24.2
2020-11-17 01:00:00,125.2,215.8,53.1,30.4,48.1,42.5
2020-11-17 02:00:00,137.6,232.9,75.4,34.4,44.5,45.2
2020-11-17 03:00:00,114.3,184.7,60.1,29.4,43.1,37.7
2020-11-17 04:00:00,133.3,203.1,74.3,34.8,44.0,42.7
2020-11-17 05:00:00,141.7,232.5,57.3,31.1,45.4,34.1
2020-11-17 06:00:00,166.8,273.6,69.1,25.8,41.3,37.4
2020-11-17 07:00:00,151.6,249.9,84.3,26.0,46.8,35.4
2020-11-17 08:00:00,162.7,261.6,99.3,32.0,59.6,32.4
2020-11-17 09:00:00,174.8,285.3,92.8,33.0,66.5,50.0
2020-11-17 10:00:00,138.8,226.3,85.0,24.1,63.0,55.4
2020-11-17 11:00:00,143.0,248.4,88.8,39.4,55.7,77.9
2020-11-17 12:00:00,176.4,259.8,87.6,33.7,53.9,86.6
2020-11-17 13:00:00,136.8,205.1,62.0,27.1,37.5,87.5
2020-11-17 14:00:00,154.7,248.7,48.4,24.1,48.6,85.9
2020-11-17 15:00:00,154.5,235.4,84.6,21.6,50.4,72.5
2020-11-17 16:00:00,123.3,200.0,79.5,36.1,52.4,53.8
2020-11-17 17:00:00,158.0,235.2,85.1,33.2,63.7,37.8
2020-11-17 18:00:00,159.5,240.0,98.8,29.4,60.4,31.3
2020-11-17 19:00:00,158.3,285.8,107.9,30.9,56.5,36.0
2020-11-17 20:00:00,134.2,211.7,85.9,18.0,58.4,23.2
2020-11-17 21:00:00,123.2,182.8,78.6,17.7,49.2,33.5
2020-11-17 22:00:00,130.7,207.7,70.5,31.6,47.9,39.5
2020-11-17 23:00:00,135.9,231.5,72.3,30.5,41.1,49.9
2020-11-18 00:00:00,153.3,263.7,81.3,29.6,41.4,50.7
2020-11-18 01:00:00,162.8,236.6,60.5,36.5,40.1,42.1
2020-11-18 02:00:00,156.4,238.3,73.8,32.5,41.9,33.9
2020-11-18 03:00:00,148.4,240.8,67.5,26.4,48.8,47.2
2020-11-18 04:00:00,120.5,192.4,67.4,26.4,38.7,40.6
2020-11-18 05:00:00,129.9,187.1,59.5,31.8,40.8,43.9
2020-11-18 06:00:00,141.4,205.8,75.2,31.6,46.6,53.3
2020-11-18 07:00:00,134.2,200.4,84.8,38.2,57.9,56.4
2020-11-18 08:00:00,160.2,227.9,90.3,25.3,61.0,31.9
2020-11-18 09:00:00,166.3,258.5,109.3,24.1,53.3,34.9
2020-11-18 10:00:00,159.6,274.4,92.4,29.7,72.4,50.2
2020-11-18 11:00:00,159.1,244.0,63.1,29.1,57.3,72.2
2020-11-18 12:00:00,124.6,212.9,76.2,34.6,48.2,82.6
2020-11-18 13:00:00,150.1,240.7,59.4,29.6,39.3,93.4
2020-11-18 14:00:00,125.7,198.8,80.2,31.1,48.8,79.7
2020-11-18 15:00:00,124.1,177.9,86.8,20.2,51.0,71.7
2020-11-18 16:00:00,151.7,260.5,88.2,35.2,54.2,58.6
2020-11-18 17:00:00,169.8,273.6,91.8,28.9,52.9,40.2
2020-11-18 18:00:00,162.8,234.5,102.6,20.3,54.4,35.6
2020-11-18 19:00:00,151.8,248.7,85.8,30.9,62.2,23.2
2020-11-18 20:00:00,148.4,228.7,85.0,25.3,55.3,34.4
2020-11-18 21:00:00,140.3,225.3,65.5,24.1,51.6,29.7
2020-11-18 22:00:00,119.2,193.5,83.7,30.4,41.9,41.7
2020-11-18 23:00:00,116.9,201.3,60.0,23.7,31.5,45.8
2020-11-19 00:00:00,132.5,197.1,54.1,31.3,39.6,39.6
2020-11-19 01:00:00,134.9,223.6,65.9,26.7,43.6,43.6
2020-11-19 02:00:00,133.9,232.0,71.9,28.1,27.0,44.9
2020-11-19 03:00:00,143.9,266.5,85.7,30.7,48.4,37.0
2020-11-19 04:00:00,130.6,222.6,61.5,21.9,49.9,35.1
2020-11-19 05:00:00,142.7,233.5,68.5,28.9,32.2,37.7
2020-11-19 06:00:00,134.3,218.5,71.2,35.8,40.2,25.8
2020-11-19 07:00:00,169.3,297.1,71.1,30.7,47.0,33.8
2020-11-19 08:00:00,150.9,237.2,83.2,31.9,55.4,35.9
2020-11-19 09:00:00,188.8,317.2,82.1,31.1,66.8,43.6
2020-11-19 10:00:00,155.0,282.0,103.4,20.9,55.6,43.3
2020-11-19 11:00:00,138.7,220.5,73.2,30.6,48.0,69.2
2020-11-19 12:00:00,122.9,171.9,54.6,28.4,43.8,79.0
2020-11-19 13:00:00,112.7,170.7,65.1,26.2,58.4,79.6
2020-11-19 14:00:00,119.5,194.7,77.9,37.9,57.9,86.2
2020-11-19 15:00:00,123.2,186.9,75.4,15.0,53.1,66.9
2020-11-19 16:00:00,147.9,231.4,83.6,45.3,50.3,60.0
2020-11-19 17:00:00,141.8,222.8,104.2,33.1,52.7,48.1
2020-11-19 18:00:00,156.5,259.2,105.5,33.0,56.9,31.5
2020-11-19 19:00:00,169.0,254.4,70.3,21.2,61.8,33.4
2020-11-19 20:00:00,140.6,216.8,75.7,26.9,45.0,27.7
2020-11-19 21:00:00,167.6,291.8,74.7,17.5,39.0,36.8
2020-11-19 22:00:00,116.7,181.0,69.6,25.0,42.7,44.4
2020-11-19 23:00:00,131.5,220.0,71.8,26.7,43.3,37.9
2020-11-20 00:00:00,123.9,198.4,88.1,29.9,45.9,40.5
2020-11-20 01:00:00,146.0,233.3,58.9,26.3,48.6,43.4
2020-11-20 02:00:00,98.4,164.6,48.6,27.2,47.8,47.8
2020-11-20 03:00:00,110.3,156.0,47.2,28.6,35.4,31.6
2020-11-20 04:00:00,130.4,214.5,74.1,23.0,38.1,46.3
2020-11-20 05:00:00,155.8,257.9,66.2,26.3,52.4,45.2
2020-11-20 06:00:00,138.1,232.6,58.8,23.8,46.5,39.6
2020-11-20 07:00:00,119.9,187.4,77.1,25.4,58.9,34.6
2020-11-20 08:00:00,130.0,208.0,86.8,26.7,57.0,24.6
2020-11-20 09:00:00,177.1,239.9,93.8,29.7,59.9,37.8
2020-11-20 10:00:00,138.7,212.6,75.3,27.1,43.4,39.9
2020-11-20 11:00:00,126.0,203.9,83.7,26.2,59.0,67.3
2020-11-20 12:00:00,156.8,274.0,76.4,22.3,46.5,91.0
2020-11-20 13:00:00,147.8,263.7,68.6,21.2,43.7,86.7
2020-11-20 14:00:00,151.7,237.6,67.0,27.9,33.7,90.3
2020-11-20 15:00:00,120.4,203.2,72.1,26.5,48.9,65.1
2020-11-20 16:00:00,117.3,186.0,79.4,30.2,51.5,54.1
2020-11-20 17:00:00,150.0,215.7,76.4,20.0,58.1,39.9
2020-11-20 18:00:00,157.0,260.7,89.9,31.7,60.1,36.0
2020-11-20 19:00:00,153.4,273.6,92.4,24.6,42.0,41.8
2020-11-20 20:00:00,162.4,253.6,73.1,26.2,48.5,29.4
2020-11-20 21:00:00,108.7,164.0,77.8,29.4,38.7,44.5
2020-11-20 22:00:00,145.4,233.7,56.7,24.8,47.6,46.0
2020-11-20 23:00:00,115.6,183.5,85.5,20.9,41.4,48.7
2020-11-21 00:00:00,143.1,266.2,82.7,26.5,37.7,40.4
2020-11-21 01:00:00,123.1,209.3,63.8,21.5,47.1,32.4
2020-11-21 02:00:00,118.0,190.4,54.1,20.4,35.6,37.2
2020-11-21 03:00:00,121.1,158.7,61.8,31.3,48.0,41.6
2020-11-21 04:00:00,108.6,172.2,75.9,28.2,47.6,49.1
2020-11-21 05:00:00,131.4,234.6,64.2,29.4,38.5,50.1
2020-11-21 06:00:00,121.3,195.1,73.3,30.9,46.4,44.7
2020-11-21 07:00:00,150.2,252.7,78.8,29.6,42.5,42.0
2020-11-21 08:00:00,155.8,255.5,94.7,24.6,65.4,34.5
2020-11-21 09:00:00,175.5,272.3,100.1,27.1,68.8,36.2
2020-11-21 10:00:00,151.7,268.4,87.7,24.2,58.0,41.9
2020-11-21 11:00:00,146.3,236.8,90.0,29.7,48.8,78.5
2020-11-21 12:00:00,153.9,235.4,74.2,21.5,49.3,83.3
2020-11-21 13:00:00,121.5,194.6,76.5,23.7,31.0,85.9
2020-11-21 14:00:00,108.6,189.2,65.1,28.3,41.3,83.3
2020-11-21 15:00:00,135.9,197.4,68.8,26.7,43.4,61.6
2020-11-21 16:00:00,117.1,190.5,99.9,22.7,46.7,54.0
2020-11-21 17:00:00,183.1,294.2,89.8,13.5,65.3,36.5
2020-11-21 18:00:00,172.1,248.8,106.1,26.0,61.8,28.8
2020-11-21 19:00:00,178.7,299.6,78.4,27.7,55.6,30.0
2020-11-21 20:00:00,139.4,226.6,81.3,30.9,34.9,27.0
2020-11-21 21:00:00,141.2,238.3,66.9,26.1,47.1,40.4
2020-11-21 22:00:00,123.9,212.4,79.2,32.6,40.6,40.1
2020-11-21 23:00:00,143.5,228.9,60.8,32.0,41.2,41.4
2020-11-22 00:00:00,110.3,170.3,62.1,26.7,44.4,44.7
2020-11-22 01:00:00,90.4,131.7,70.2,31.0,34.2,48.6
2020-11-22 02:00:00,116.7,179.1,57.1,31.9,40.4,29.5
2020-11-22 03:00:00,106.7,170.8,66.6,25.2,39.7,40.5
2020-11-22 04:00:00,150.8,226.7,60.8,25.1,43.7,34.4
2020-11-22 05:00:00,156.3,259.2,67.5,28.8,36.9,37.2
2020-11-22 06:00:00,110.2,166.3,68.9,25.9,41.4,47.3
2020-11-22 07:00:00,156.1,222.3,92.5,37.3,57.4,42.6
2020-11-22 08:00:00,158.8,244.9,93.2,31.3,52.2,39.4
2020-11-22 09:00:00,125.0,202.3,85.1,29.2,68.2,26.6
2020-11-22 10:00:00,138.7,204.4,82.2,25.0,64.2,51.9
2020-11-22 11:00:00,128.0,193.5,74.4,36.3,70.3,77.5
2020-11-22 12:00:00,142.4,218.9,64.0,25.5,48.6,74.9
2020-11-22 13:00:00,110.7,171.6,77.9,29.8,43.7,93.4
2020-11-22 14:00:00,127.7,208.1,62.0,33.1,49.1,76.7
2020-11-22 15:00:00,120.9,201.2,69.3,30.0,42.0,69.5
2020-11-22 16:00:00,143.8,223.3,82.7,24.3,51.8,50.5
2020-11-22 17:00:00,141.3,211.4,111.9,28.8,52.8,32.4
2020-11-22 18:00:00,140.5,226.7,94.4,26.7,74.0,33.8
2020-11-22 19:00:00,141.3,233.4,102.8,24.9,51.4,49.1
2020-11-22 20:00:00,167.3,294.6,74.4,34.4,53.4,26.5
2020-11-22 21:00:00,125.0,214.3,77.4,29.5,46.0,29.0
2020-11-22 22:00:00,113.5,167.3,59.7,31.7,36.1,53.4
2020-11-22 23:00:00,137.3,217.8,72.0,25.3,36.1,41.2
2020-11-23 00:00:00,124.7,205.2,62.0,25.7,34.6,45.8
2020-11-23 01:00:00,105.6,160.0,72.3,27.2,36.7,42.8
2020-11-23 02:00:00,160.3,250.9,71.4,29.3,41.3,26.3
2020-11-23 03:00:00,121.5,202.7,70.0,34.9,43.3,40.2
2020-11-23 04:00:00,121.2,197.0,68.5,27.3,42.8,32.1
2020-11-23 05:00:00,129.8,207.7,62.0,21.8,43.3,43.8
2020-11-23 06:00:00,155.5,238.6,74.8,30.6,50.0,38.6
2020-11-23 07:00:00,109.8,159.9,64.5,25.0,50.5,41.2
2020-11-23 08:00:00,147.0,230.6,109.4,26.5,61.8,38.1
2020-11-23 09:00:00,178.1,283.4,100.1,35.6,64.8,44.7
2020-11-23 10:00:00,144.8,210.4,93.3,24.6,60.8,46.6
2020-11-23 11:00:00,116.5,187.0,81.1,24.9,53.6,65.0
2020-11-23 12:00:00,120.3,197.1,63.1,23.9,45.2,84.2
2020-11-23 13:00:00,130.6,199.9,61.2,22.7,34.1,87.0
2020-11-23 14:00:00,147.4,241.8,67.9,24.4,47.2,80.8
2020-11-23 15:00:00,124.4,202.5,65.2,28.7,53.6,72.6
2020-11-23 16:00:00,147.4,231.4,67.8,15.8,42.9,53.5
2020-11-23 17:00:00,121.3,189.0,88.4,23.5,62.6,34.1
2020-11-23 18:00:00,125.2,196.1,97.8,26.0,61.4,36.1
2020-11-23 19:00:00,135.6,205.3,88.9,32.4,59.6,30.5
2020-11-23 20:00:00,156.6,256.0,85.7,37.3,56.4,39.4
2020-11-23 21:00:00,130.6,197.9,70.4,22.7,49.4,31.3
2020-11-23 22:00:00,131.7,200.5,78.5,30.4,37.8,43.5
2020-11-23 23:00:00,131.1,216.2,83.6,30.2,36.5,24.2
2020-11-24 00:00:00,141.8,223.4,63.4,26.9,37.2,38.3
2020-11-24 01:00:00,116.0,186.3,55.5,36.0,38.2,47.4
2020-11-24 02:00:00,135.5,193.6,55.3,26.6,41.3,31.1
2020-11-24 03:00:00,112.7,174.4,64.1,30.5,39.3,41.7
2020-11-24 04:00:00,155.0,274.0,71.0,32.9,38.2,33.4
2020-11-24 05:00:00,113.7,161.7,62.5,26.3,37.6,37.3
2020-11-24 06:00:00,114.6,203.5,68.7,21.8,44.4,47.3
2020-11-24 07:00:00,141.6,230.3,72.6,19.1,43.6,33.2
2020-11-24 08:00:00,142.4,220.2,85.9,29.5,61.2,24.1
2020-11-24 09:00:00,150.1,237.0,95.3,27.3,61.6,36.8
2020-11-24 10:00:00,144.6,249.1,96.3,25.3,46.8,51.5
2020-11-24 11:00:00,117.0,160.6,84.2,27.6,51.6,63.3
2020-11-24 12:00:00,152.1,264.8,50.6,32.5,47.6,80.7
2020-11-24 13:00:00,139.2,226.4,70.9,31.1,48.8,100.4
2020-11-24 14:00:00,146.2,248.7,70.6,25.5,36.7,74.2
2020-11-24 15:00:00,119.9,170.9,67.8,26.6,37.7,67.8
2020-11-24 16:00:00,139.6,220.2,74.1,32.6,52.7,54.8
2020-11-24 17:00:00,144.1,197.1,93.3,24.0,54.6,35.1
2020-11-24 18:00:00,162.1,278.7,95.5,26.4,63.1,38.1
2020-11-24 19:00:00,158.6,238.1,86.6,31.3,61.6,35.0
2020-11-24 20:00:00,136.3,204.4,94.2,32.0,48.6,35.6
2020-11-24 21:00:00,105.1,147.8,72.6,26.7,44.4,40.6
2020-11-24 22:00:00,152.4,250.6,61.1,37.3,35.3,38.1
2020-11-24 23:00:00,133.6,214.7,70.5,27.9,43.2,44.1
2020-11-25 00:00:00,114.4,174.5,67.4,20.5,43.0,34.3
2020-11-25 01:00:00,129.6,210.8,67.0,32.5,37.6,45.1
2020-11-25 02:00:00,100.8,153.5,70.9,24.3,41.4,32.6
2020-11-25 03:00:00,139.3,198.4,60.2,30.4,42.7,51.0
2020-11-25 04:00:00,101.5,158.7,66.1,27.9,44.1,48.0
2020-11-25 05:00:00,120.8,213.1,58.0,40.5,35.0,36.4
2020-11-25 06:00:00,129.9,220.4,74.4,25.0,37.4,28.3
2020-11-25 07:00:00,147.3,242.4,76.4,26.8,42.6,27.6
2020-11-25 08:00:00,141.1,229.2,81.5,26.6,53.4,35.1
2020-11-25 09:00:00,153.0,239.3,93.5,25.8,42.5,38.4
2020-11-25 10:00:00,139.1,232.8,89.8,20.9,61.7,52.1
2020-11-25 11:00:00,131.3,217.4,83.5,20.6,52.7,61.2
2020-11-25 12:00:00,127.5,203.0,77.8,25.3,35.7,79.2
2020-11-25 13:00:00,121.3,196.5,72.4,27.1,39.1,93.4
2020-11-25 14:00:00,98.9,142.3,69.2,24.8,44.6,81.1
2020-11-25 15:00:00,114.7,178.0,73.9,25.0,47.3,64.6
2020-11-25 16:00:00,135.4,200.5,74.1,30.2,48.2,50.8
2020-11-25 17:00:00,135.8,200.8,79.2,24.7,65.6,44.2
2020-11-25 18:00:00,141.2,232.5,88.6,19.7,65.8,34.8
2020-11-25 19:00:00,134.7,198.5,88.3,30.0,60.6,38.5
2020-11-25 20:00:00,118.8,199.2,74.6,32.4,56.5,38.5
2020-11-25 21:00:00,118.8,202.4,66.0,29.7,39.7,43.7
2020-11-25 22:00:00,119.5,190.4,67.0,24.9,34.7,38.0
2020-11-25 23:00:00,123.7,190.4,72.0,26.2,37.2,39.4
2020-11-26 00:00:00,127.8,217.6,65.7,24.8,34.5,33.5
2020-11-26 01:00:00,119.2,197.3,59.5,28.9,41.0,43.3
2020-11-26 02:00:00,106.4,183.0,53.7,32.6,36.4,43.6
2020-11-26 03:00:00,100.9,150.6,62.2,28.7,41.4,36.1
2020-11-26 04:00:00,160.9,253.3,47.2,26.5,42.8,38.3
2020-11-26 05:00:00,105.5,166.5,73.0,27.0,37.2,38.5
2020-11-26 06:00:00,116.8,189.4,68.2,28.7,43.4,32.5
2020-11-26 07:00:00,137.9,229.2,89.9,35.8,43.8,40.3
2020-11-26 08:00:00,143.3,231.3,98.1,30.6,58.9,41.6
2020-11-26 09:00:00,149.7,259.5,97.8,21.9,50.4,31.2
2020-11-26 10:00:00,131.3,205.1,83.4,21.9,58.1,56.3
2020-11-26 11:00:00,133.7,199.9,72.8,35.7,46.5,70.6
2020-11-26 12:00:00,125.5,192.5,79.9,30.3,38.4,91.6
2020-11-26 13:00:00,117.9,179.3,68.2,21.6,34.3,81.2
2020-11-26 14:00:00,126.2,196.2,53.9,22.4,35.8,74.7
2020-11-26 15:00:00,140.4,220.9,64.8,26.5,55.3,72.5
2020-11-26 16:00:00,129.8,204.7,87.0,32.4,46.0,54.5
2020-11-26 17:00:00,137.7,223.5,96.2,22.1,55.5,37.6
2020-11-26 18:00:00,157.9,245.4,96.7,28.5,60.0,33.5
2020-11-26 19:00:00,152.3,259.7,98.3,33.7,58.1,39.6
2020-11-26 20:00:00,153.9,216.4,65.8,23.0,47.4,35.1
2020-11-26 21:00:00,98.3,135.3,62.7,25.0,43.9,36.8
2020-11-26 22:00:00,136.0,231.3,63.4,38.9,47.4,37.9
2020-11-26 23:00:00,131.0,221.7,59.5,26.2,44.3,32.2
2020-11-27 00:00:00,107.0,184.5,68.9,25.9,55.3,34.9
2020-11-27 01:00:00,124.1,206.4,69.3,26.9,41.0,41.9
2020-11-27 02:00:00,136.1,217.7,67.0,25.9,34.9,41.1
2020-11-27 03:00:00,107.9,169.8,54.7,30.4,41.2,41.6
2020-11-27 04:00:00,127.0,182.9,77.2,27.7,33.8,42.2
2020-11-27 05:00:00,133.9,216.3,66.5,23.9,46.2,37.6
2020-11-27 06:00:00,106.9,155.7,54.2,23.6,42.1,39.3
2020-11-27 07:00:00,126.4,233.4,65.6,28.0,50.4,43.7
2020-11-27 08:00:00,140.8,210.8,80.8,20.5,47.8,39.7
2020-11-27 09:00:00,128.4,204.4,106.1,30.7,53.9,28.9
2020-11-27 10:00:00,123.1,215.5,79.9,37.5,46.9,51.6
2020-11-27 11:00:00,126.5,197.8,66.7,27.5,53.4,67.9
2020-11-27 12:00:00,135.0,211.2,75.7,19.2,38.4,94.0
2020-11-27 13:00:00,130.6,175.2,71.0,25.8,39.4,95.2
2020-11-27 14:00:00,108.0,158.7,59.4,24.1,49.3,90.3
2020-11-27 15:00:00,132.8,219.9,71.0,27.0,40.2,74.4
2020-11-27 16:00:00,116.0,205.0,73.2,26.3,52.4,40.4
2020-11-27 17:00:00,112.2,169.5,91.9,32.7,54.1,33.6
2020-11-27 18:00:00,134.8,218.3,90.5,24.0,65.5,24.8
2020-11-27 19:00:00,153.2,286.5,91.1,26.2,53.5,33.7
2020-11-27 20:00:00,138.4,229.2,75.4,21.9,54.7,37.4
2020-11-27 21:00:00,123.0,208.8,62.2,28.2,49.6,43.5
2020-11-27 22:00:00,114.6,174.6,71.2,30.8,32.2,39.2
2020-11-27 23:00:00,114.5,201.0,63.6,33.4,43.6,43.4
2020-11-28 00:00:00,120.4,184.2,70.3,28.1,47.0,34.2
2020-11-28 01:00:00,102.7,155.4,66.5,27.5,37.0,41.0
2020-11-28 02:00:00,113.5,198.4,62.1,22.4,34.8,46.7
2020-11-28 03:00:00,115.5,177.4,71.8,15.6,30.5,46.4
2020-11-28 04:00:00,98.5,157.6,64.6,23.4,40.9,44.0
2020-11-28 05:00:00,106.7,188.1,67.0,25.0,38.6,44.2
2020-11-28 06:00:00,127.6,192.5,64.1,25.6,41.3,43.2
2020-11-28 07:00:00,127.1,200.3,71.1,18.2,46.7,32.3
2020-11-28 08:00:00,130.1,200.2,87.9,24.8,58.4,33.3
2020-11-28 09:00:00,125.1,196.0,85.2,15.5,62.9,40.1
2020-11-28 10:00:00,158.4,254.1,87.7,19.8,69.5,39.0
2020-11-28 11:00:00,114.4,198.3,76.4,31.6,51.7,65.7
2020-11-28 12:00:00,125.2,220.9,58.3,32.8,50.3,76.2
2020-11-28 13:00:00,112.1,181.0,73.7,25.4,40.0,91.4
2020-11-28 14:00:00,119.9,183.2,75.0,27.4,42.7,79.0
2020-11-28 15:00:00,128.3,214.0,77.4,28.2,41.1,65.7
2020-11-28 16:00:00,106.4,170.3,73.4,28.2,44.3,54.1
2020-11-28 17:00:00,134.6,215.9,87.9,21.7,58.3,47.6
2020-11-28 18:00:00,156.6,234.4,89.7,27.0,60.4,33.9
2020-11-28 19:00:00,161.2,231.8,92.4,27.5,45.2,19.6
2020-11-28 20:00:00,125.0,199.8,73.4,27.3,54.2,40.0
2020-11-28 21:00:00,122.1,182.2,68.2,22.4,32.8,30.3
2020-11-28 22:00:00,152.5,235.9,66.2,20.5,39.0,35.3
2020-11-28 23:00:00,135.8,237.5,53.8,25.2,37.8,42.1
2020-11-29 00:00:00,107.9,171.9,61.7,19.1,35.1,40.1
2020-11-29 01:00:00,107.9,184.6,69.3,21.9,34.0,39.1
2020-11-29 02:00:00,131.5,214.3,92.5,28.3,39.2,40.9
2020-11-29 03:00:00,102.0,169.2,47.8,31.3,39.2,39.8
2020-11-29 04:00:00,133.6,206.4,57.0,30.3,38.2,45.3
2020-11-29 05:00:00,122.8,210.6,58.0,22.6,31.4,40.9
2020-11-29 06:00:00,127.7,208.2,56.0,24.0,38.5,52.6
2020-11-29 07:00:00,121.6,191.3,89.9,23.6,44.8,33.1
2020-11-29 08:00:00,123.8,201.8,85.6,26.9,51.1,23.6
2020-11-29 09:00:00,159.1,243.2,90.6,21.6,64.5,37.9
2020-11-29 10:00:00,129.5,203.4,91.0,26.2,46.4,52.3
2020-11-29 11:00:00,119.2,190.1,69.6,25.4,44.6,63.5
2020-11-29 12:00:00,118.7,183.7,71.9,28.9,33.6,90.0
2020-11-29 13:00:00,120.7,212.0,58.3,20.3,33.3,96.6
2020-11-29 14:00:00,102.4,159.5,74.0,21.2,39.0,73.2
2020-11-29 15:00:00,111.4,201.5,67.1,27.5,46.6,75.4
2020-11-29 16:00:00,116.1,186.6,85.4,26.6,55.7,39.1
2020-11-29 17:00:00,145.9,230.0,90.9,20.2,51.6,38.9
2020-11-29 18:00:00,123.9,192.0,73.2,16.6,46.9,35.9
2020-11-29 19:00:00,106.9,175.5,76.2,28.6,60.2,23.6
2020-11-29 20:00:00,95.9,162.0,87.4,26.5,54.8,34.6
2020-11-29 21:00:00,97.8,131.7,63.5,24.7,34.3,32.7
2020-11-29 22:00:00,138.2,221.2,48.6,28.5,42.2,47.0
2020-11-29 23:00:00,117.5,164.6,58.1,21.9,40.0,41.6
2020-11-30 00:00:00,123.2,209.2,58.6,27.8,32.9,41.6
2020-11-30 01:00:00,123.7,210.3,71.6,31.1,24.3,38.6
2020-11-30 02:00:00,116.5,186.9,54.8,27.6,33.8,52.1
2020-11-30 03:00:00,114.6,185.7,60.6,19.0,33.1,34.5
2020-11-30 04:00:00,131.4,191.5,70.4,30.2,29.5,39.1
2020-11-30 05:00:00,118.4,183.0,58.6,20.2,39.3,36.7
2020-11-30 06:00:00,139.4,214.4,58.8,23.9,31.7,32.4
2020-11-30 07:00:00,133.2,207.1,76.8,27.8,49.2,30.0
2020-11-30 08:00:00,122.4,206.5,91.8,29.4,69.7,36.6
2020-11-30 09:00:00,128.2,221.6,91.0,25.5,61.4,31.8
2020-11-30 10:00:00,120.8,200.6,90.5,35.9,67.2,59.3
2020-11-30 11:00:00,142.2,222.8,69.5,19.7,55.2,77.3
2020-11-30 12:00:00,112.3,171.3,49.8,35.9,36.1,78.4
2020-11-30 13:00:00,104.3,167.9,69.4,16.8,42.2,86.0
2020-11-30 14:00:00,121.1,197.4,54.4,25.5,44.4,73.6
2020-11-30 15:00:00,116.9,184.5,60.7,18.0,34.2,66.7
2020-11-30 16:00:00,128.3,196.8,75.6,27.4,39.7,58.5
2020-11-30 17:00:00,160.0,265.9,93.2,18.0,61.0,41.1
2020-11-30 18:00:00,149.4,249.6,90.8,28.0,44.8,37.1
2020-11-30 19:00:00,132.1,194.0,81.4,22.6,58.2,32.9
2020-11-30 20:00:00,102.8,160.5,85.6,17.0,48.6,32.6
